אֵאוֹגֶנִיקָה	QeQWgE!niqaH	eoge!nika
אוֹרְנִיתוֹלוֹגְיָה	QWrnitWlW!gyaH	ornitolo!gja
אוֹרְנָמֶנְט	QWrnamE!nT	orname!nt
אוֹרְקוֹלִי	QWr3qWli!	orkoli!
אוֹרַקְל	QWrA!ql	ora!kl
אוֹרֵר	QWre!r	ore!r
אִוְרֵר	QIwre!r	ivre!r
אַוְרָר	QAwra!r	avra!r
אוֹרְתוֹגוֹנָל	QWrtWgWna!l	ortogona!l
אוֹרְתּוֹגוֹנָלִי	QWrṭWgWna!li	ortogona!li
אוֹרְתּוֹגְרָפִי	QWrṭWgra!fi	ortogra!fi
אוֹרְתּוֹדוֹנְטְיָה	QWrṭWdW!nTyaH	ortodo!ntja
אוֹרְתּוֹדוֹקְס	QWrṭWdW!qs	ortodo!ks
אוֹרְתּוֹדוֹקְסִיָּה	QWrṭWdW!qsI_yaH	ortodo!ksija
אוֹרְתּוֹדוֹקְּסִיָּה	QWrṭWdW!_qsI_yaH	ortodo!ksija
אוֹרְתּוֹפֵּד	QWr3ṭW_pe!d	ortope!d
אוֹרְתּוֹפֶּדִי	QWr3ṭW_pE!di	ortope!di
אוֹרְתּוֹפֶּדְיָה	QWrṭW_pE!dyaH	ortope!dja
אִוֵּשׁ	QI_we!c	ive!ʃ
אִוְשָׁה	QIwca!H	ivʃa!
אִוְשׁוּשׁ	QIwcu!c	ivʃu!ʃ
אוֹשֵׁשׁ	QWce!c	oʃe!ʃ
אוֹת	QW!t	o!t
אוֹתֶה	QWtE!H	ote!
אוֹתֶנְטִי	QWtE!nTi	ote!nti
אוֹתֶנְטִיּוּת	QWtE!nTI_yut	ote!ntijut
אוֹתֵת	QWte!t	ote!t
אָז	Qa!z	a!z
אַזְבֵּסְט	QAzbe!sT	azbe!st
אַזְבֶּסְט	QAzbE!sT	azbe!st
אִזְדָּרֶכֶת	QIzḍarE!xEt	izdare!xet
אַזְהָרָה	QAzhara!H	azhara!
אֵזוֹב	QezW!v	ezo!v
אֲזוֹבִית	QázWvi!t	azovi!t
אֵזוֹבִית	QezWvi!t	ezovi!t
אֵזוֹטֵרִי	QezWTe!ri	ezote!ri
אֶזוֹטֶרִי	QEzWTE!ri	ezote!ri
אֵזוֹטֶרְיָה	QezWTE!ryaH	ezote!rja
אָזוּל	Qazu!l	azu!l
אִזּוּן	QI_zu!n	izu!n
אָזוּק	Qazu!q	azu!k
אֵזוֹר	QezW!r	ezo!r
אָזוּר	Qazu!r	azu!r
אֲזוֹרִי	QázWri!	azori!
אֵזוֹרִיּוּת	QezWrI_yu!t	ezoriju!t
אֲזִילָה	Qázila!H	azila!
אָזִימוּט	Qazimu!T	azimu!t
אַזִימוּת	QAzimu!t	azimu!t
אָזִיק	Qazi!q	azi!k
אֲזִיקָה	Qáziqa!H	azika!
אֲזִירָה	Qázira!H	azira!
אִזְכּוּר	QIzku!r	izku!r
אִזְכֵּר	QIzke!r	izke!r
אֻזְכַּר	QUzkA!r	uzka!r
אַזְכָּרָה	QAzkara!H	azkara!
אָזַל	QazA!l	aza!l
אׇזְלָה	QOzla!H	ozla!
אִזְמֵל	QIzme!l	izme!l
אִזְמֵלוֹן	QIzmelW!n	izmelo!n
אִזֵּן	QI_ze!n	ize!n
אֹזֶן	Qo!zEn	o!zen
אׇזְנִיָּה	QOznI_ya!H	oznija!
אׇזְנִית	QOzni!t	ozni!t
אַזְעָקָה	QAzRaqa!H	azʔaka!
אָזַק	QazA!q	aza!k
אֲזִקּוֹן	QázI_qW!n	aziko!n
אִזֵּר	QI_ze!r	ize!r
אָזַר	QazA!r	aza!r
אִזְרוּחַ	QIzru!jÁ	izru!ax
אִזְרֵחַ	QIzre!jÁ	izre!ax
אֶזְרָח	QEzra!j	ezra!x
אֶזְרָחוּת	QEzraju!t	ezraxu!t
אֶזְרָחִי	QEzraji!	ezraxi!
אֶזְרָחִית	QEzraji!t	ezraxi!t
אָח	Qa!j	a!x
אִחֵד	QIje!d	ixe!d
אֶחָד	QEja!d	exa!d
אֻחַד	QUjA!d	uxa!d
אַחְדוּת	QAjdu!t	axdu!t
אַחְדּוּת	QAjḍu!t	axdu!t
אֲחָדִים	Qájadi!m	axadi!m
אִחָה	QIja!H	ixa!
אֻחָה	QUja!H	uxa!
אָחוּ	Qa!ju	a!xu
אִחוּד	QIju!d	ixu!d
אָחוּד	Qaju!d	axu!d
אִחְוָה	QIjwa!H	ixva!
אַחְוָה	QAjwa!H	axva!
אִחוּז	QIju!z	ixu!z
אָחוּז	Qaju!z	axu!z
אֲחוּזוֹן	QájuzW!n	axuzo!n
אִחוּי	QIju!y	ixu!j
אָחוּי	Qaju!y	axu!j
אִחוּל	QIju!l	ixu!l
אָחוּק	Qaju!q	axu!k
אָחוּקִיָּה	QajuqI_ya!H	axukija!
אִחוּר	QIju!r	ixu!r
אָחוֹר	QajW!r	axo!r
אָחוֹרָה	QajW!raH	axo!ra
אֲחוֹרִי	QájWri!	axori!
אֲחוֹרַיִם	QájWrA!yIm	axora!im
אֲחוֹרָנִי	QájWrani!	axorani!
אֲחוֹרַנִּית	QájWrA_ni!t	axorani!t
אֲחוֹרָנִית	QájWrani!t	axorani!t
אָחוֹת	QajW!t	axo!t
אִחֵז	QIje!z	ixe!z
אָחַז	QajA!z	axa!z
אֲחֻזָּה	QájU_za!H	axuza!
אִחְזוּר	QIjzu!r	ixzu!r
אַחְזָקָה	QAjzaqa!H	axzaka!
אִחְזֵר	QIjze!r	ixze!r
אָחִיד	Qaji!d	axi!d
אֲחִידוּת	Qájidu!t	axidu!t
אֲחִיזָה	Qájiza!H	axiza!
אַחְיָן	QAjya!n	axja!n
אַחְיָנִית	QAjyani!t	axjani!t
אִחֵל	QIje!l	ixe!l
אֻחַל	QUjA!l	uxa!l
אִחְמֵץ	QIjme!Z	ixme!ts
אִחְסוּן	QIjsu!n	ixsu!n
אִחְסֵן	QIjse!n	ixse!n
אֻחְסַן	QUjsA!n	uxsa!n
אִחֵר	QIje!r	ixe!r
אִחַר	QIjA!r	ixa!r
אַחֵר	QAje!r	axe!r
אַחַר	QA!jAr	a!xar
אָחַר	QajA!r	axa!r
אֻחַר	QUjA!r	uxa!r
אַחְרַאי	QAjrA!Ny	axra!j
אַחְרָה	QAjra!H	axra!
אַחֲרוֹן	QAjárW!n	axaro!n
אַחְרָיוּת	QAjrayu!t	axraju!t
אַחְרָיוּתִיּוּת	QAjrayutI_yu!t	axrajutiju!t
אַחֲרִית	QAjári!t	axari!t
אַחֶרֶת	QAjE!rEt	axe!ret
אֲחַשְׁדַּרְפָּן	QájAcḍArpa!n	axaʃdarpa!n
אַחַת	QAjA!t	axa!t
אַט	QA!T	a!t
אִטְאֵט	QITQe!T	itʔe!t
אֶטֶב	QE!TEv	e!tev
אָטָבִיזְם	QaTavi!zm	atavi!zm
אָטָד	QaTa!d	ata!d
אִטּוּם	QI_Tu!m	itu!m
אָטוֹם	QaTW!m	ato!m
אָטוּם	QaTu!m	atu!m
אֵטוּן	QeTu!n	etu!n
אָטוֹנָלִי	QaTWna!li	atona!li
אִטִּי	QI_Ti!	iti!
אֶטְיוֹלוֹגִי	QETyWlW!gi	etjolo!gi
אִטִּיּוּת	QI_TI_yu!t	itiju!t
אָטִים	QaTi!m	ati!m
אֲטִימָה	QáTima!H	atima!
אֶטִימוֹלוֹגִי	QETimWlW!gi	etimolo!gi
אֵטִימוֹלוֹגְיָה	QeTimWlW!gyaH	etimolo!gja
אֲטִימוּת	QáTimu!t	atimu!t
אִטְלִיז	QITli!z	itli!z
אַטְלַנְטִי	QATlA!nTi	atla!nti
אַטְלָס	QA!Tlas	a!tlas
אִטֵּם	QI_Te!m	ite!m
אֶטֶם	QE!TEm	e!tem
אָטַם	QaTA!m	ata!m
אֹטֶם	Qo!TEm	o!tem
אַטְמוֹסְפֵירָה	QATmWs3fe!YraH	atmosfe!ra
אַטְמוֹסְפֵרָה	QATmWsfe!raH	atmosfe!ra
אַטְמוֹסְפֶרִי	QATmWsfE!ri	atmosfe!ri
אִטֵּר	QI_Te!r	ite!r
אָטַר	QaTA!r	ata!r
אִטְרִיָּה	QITrI_ya!H	itrija!
אַטְרַקְטִיבִי	QATrAqTi!vi	atrakti!vi
אַטְרַקְצִיָּה	QATrA!qZI_yaH	atra!ktsja
אִי	Qi!	i!
אָיַב	QayA!v	aja!v
אֵיבָה	QeYva!H	ejva!
אֵיבָר	QeYva!r	eva!r
אִיבֶּרִי	Qi_bE!ri	ibe!ri
אִיגוּאָנָה	QiguQa!naH	igua!na
אִיגְלוּ	Qi!glu	i!glu
אִיגְנוֹסְטִיּוּת	QignW!sTI_yut	igno!stijut
אִיגְנוֹסְטִיצִיזְם	QignWsTiZi!zm	ignostitsi!zm
אִיד	Qi!d	i!d
אִיֵּד	QI_ye!d	ije!d
אֻיַּד	QU_yA!d	uja!d
אִידֵאָה	Qide!QaH	ide!a
אִידֵאוֹגְרָפִי	QideQWgra!fi	ideogra!fi
אִידֵאוֹגְרָפְיָה	QideQWgra!fyaH	ideogra!fja
אִידֵאוֹלוֹגִי	QideQWlW!gi	ideolo!gi
אִידֵאוֹלוֹגְיָה	QideQWlW!gyaH	ideolo!gja
אִידֵאָל	QideQa!l	idea!l
אִידֵאָלִי	QideQa!li	idea!li
אִידֵאָלִיזַצְיָה	QideQalizA!ZyaH	idealiza!tsja
אִידֵאָלִיסְט	QideQali!sT	ideali!st
אִידֵיאָל	QideYQa!l	idea!l
אִידְיוֹט	QidyW!T	idjo!t
אִידִיוֹט	QidIyW!T	idijo!t
אִידְיוֹלֶקְט	QidyWlE!qT	idjole!kt
אִידְיוֹסִינְקְרָטִי	QidyWsinqra!Ti	idjosinkra!ti
אִידִילִי	Qidi!li	idi!li
אִידִילְיָה	Qidi!lyaH	idi!lja
אִידִישׁ	Qi!dic	i!diʃ
אִידָךְ	Qida!x	ida!x
אֵיְדְּס	Qe!yḍs	e!jds
אַיֵּה	QA_ye!H	aje!
אִיּוֹב	QI_yW!v	ijo!v
אִיּוּד	QI_yu!d	iju!d
אִיּוּךְ	QI_yu!x	iju!x
אִיּוּם	QI_yu!m	iju!m
אִיּוּן	QI_yu!n	iju!n
אִיּוּר	QI_yu!r	iju!r
אִיּוּשׁ	QI_yu!c	iju!ʃ
אִיּוּת	QI_yu!t	iju!t
אֵיזֶה	QeYzE!H	ejze!
אֵיזוֹ	QeYzW!	ejzo!
אִיזוֹבָּר	QizW_ba!r	izoba!r
אִיזוֹטוֹפּ	QizWTW!_p	izoto!p
אִיזוֹטוֹפּוֹלוֹג	QizWTW_pWlW!g	izotopolo!g
אִיזוֹטְרוֹפִּיּוּת	QizWTrW!_pI_yut	izotro!pijut
אִיזוֹמֶטְרִי	QizWmE!Tri	izome!tri
אִיזוֹמֵר	QizWme!r	izome!r
אִיזוֹתֶרְמָה	QizWtE!rmaH	izote!rma
אִיחוּד	Qiju!d	ixu!d
אִיטַלְיָה	QiTA!lyaH	ita!lja
אִיטַלְקִי	QiTAlqi!	italki!
אִיטַלְקִית	QiTAlqi!t	italki!t
אִיטֶרָטוֹר	QiTEra!TWr	itera!tor
אִיטֶרַצְיָה	QiTErA!ZyaH	itera!tsja
אִיֵּךְ	QI_ye!x	ije!x
אֵיךְ	Qe!Yx	e!x
אֵיכוּת	QeYxu!t	ejxu!t
אֵיכוּתִי	QeYxuti!	exuti!
אֵיכוּתָנִי	QeYxutani!	exutani!
אֱיָל	Qéya!l	eja!l
אִיֵּל	QI_ye!l	ije!l
אַיִל	QA!yIl	a!il
אַיָּל	QA_ya!l	aja!l
אַיָּלָה	QA_yala!H	ajala!
אֵילוּ	Qe!Ylu	e!jlu
אִילוּזְיָה	Qilu!zyaH	ilu!zja
אִילָן	Qila!n	ila!n
אִילָנַאי	QilanA!Ny	ilana!j
אֵילַת	QeYlA!t	ejla!t
אַיֶּלֶת	QA_yE!lEt	aje!let
אִיֵּם	QI_ye!m	ije!m
אָיֹם	Qayo!m	ajo!m
אֻיַּם	QU_yA!m	uja!m
אִימָאם	Qima!Nm	ima!m
אֵימָה	QeYma!H	ejma!
אִימוֹגִ׳י	QimW!Gi	imo!dʒi
אִימוּנוֹלוֹגִי	QimunWlW!gi	imunolo!gi
אִימוּנוֹלוֹגְיָה	QimunWlW!gyaH	imunolo!gja
אֵימִים	QeYmi!m	ejmi!m
אִימָנֶנְטִי	QimanE!nTi	imane!nti
אִימְפּוֹטֵנְט	QimpWTe!nT	impote!nt
אִימְפּוֹטֶנְט	QimpWTE!nT	impote!nt
אִימְפּוּלְסִיבִי	Qimpulsi!vi	impulsi!vi
אִימְפּוּלְסִיבִיּוּת	Qimpulsi!vI_yut	impulsi!vijut
אִימְפְּלִיקָטוּרָה	QimpliqaTu!raH	implikatu!ra
אִימְפְּרוֹבִיזוֹרִי	QimprWvizW!ri	improvizo!ri
אִימְפֵּרָטוֹר	Qimpera!TWr	impera!tor
אִימְפֶּרָטִיבִי	QimpEraTi!vi	imperati!vi
אִימְפֶּרְיָאלִי	QimpErya!Nli	imperja!li
אִימְפֶּרְיָאלִיזְם	QimpEryaNli!zm	imperjali!zm
אִימְפֶּרְיָאלִיסְט	QimpEryaNli!sT	imperjali!st
אִימְפֶּרְיָה	QimpE!ryaH	impe!rja
אִימְפְּרֶסְיוֹנִיזְם	QimprEsyWni!zm	impresjoni!zm
אִימְפְּרֶסְיוֹנִיסְט	QimprEsyWni!sT	impresjoni!st
אֵימָתַי	QeYmatA!y	ejmata!j
אֵימְתָן	QeYm3ta!n	ejmta!n
אִיֵּן	QI_ye!n	ije!n
אֵין	Qe!Yn	e!n
אַיִן	QA!yIn	a!in
אִינְדוּזִי	Qindu!zi	indu!zi
אִינְדּוּלְגֶּנְצְיָה	QinḍulǵE!nZyaH	indulge!ntsja
אִינְדּוֹנֶזְיָה	QinḍWnE!zyaH	indone!zja
אִינְדּוֹנֶזִית	Qin3ḍWnE!zit	indone!zit
אִינְדּוּקְטִיבִי	QinḍuqTi!vi	indukti!vi
אִינְדּוֹקְטְרִינַצְיָה	QinḍWqTrinA!ZyaH	indoktrina!tsja
אִינְדּוּקְצְיָה	Qinḍu!qZyaH	indu!ktsja
אִינְדֶּטֶרְמִינִיזְם	QinḍETErmini!zm	indetermini!zm
אִינְדְּיָאנִי	Qinḍya!Nni	indja!ni
אִינְדִּיבִידוּאָלִי	QinḍividuQa!li	individua!li
אִינְדִּיבִידוּאָלִיסְט	QinḍividuQali!sT	individuali!st
אִינְדִּיגוֹ	Qi!nḍigW	i!ndigo
אִינְדִּיוִידוּאָלִיזְם	QinḍiwiduQali!zm	individuali!zm
אִינְדִּיוִידוּאָלִיסְט	QinḍiwiduQali!sT	individuali!st
אִינְדְּיוּם	Qi!nḍyum	i!ndjum
אִינְדִּיקָטוֹר	Qinḍiqa!TWr	indika!tor
אִינְדִּיקָטִיבִי	QinḍiqaTi!vi	indikati!vi
אִינְדִּיקַצְיָה	QinḍiqA!ZyaH	indika!tsja
אִינְהִיבִּיצְיָה	Qinhi_bi!ZyaH	inhibi!tsja
אִינְהֶרֶנְטִי	QinhErE!nTi	inhere!nti
אִינְוָלִיד	Qinwali!d	invali!d
אִינְוֶרְסְיָה	QinwE!rsyaH	inve!rsja
אִינְטֶגְרָטִיבִי	QinTEgraTi!vi	integrati!vi
אִינְטֶגְרָל	Qin3TEgra!l	integra!l
אִינְטֶגְרָלִי	QinTEgra!li	integra!li
אִינְטֶגְרַצְיָה	QinTEgrA!ZyaH	integra!tsja
אִינְטוּאִיטִיבִי	QinTuQiTi!vi	intuiti!vi
אִינְטוּאִיצְיָה	QinTuQi!ZyaH	intui!tsja
אִינְטוּאִיצְיוֹנִיזְם	QinTuQiZyWni!zm	intuitsjoni!zm
אִינְטוֹנָצְיָה	QinTWna!ZyaH	intona!tsja
אִינְטִימִי	QinTi!mi	inti!mi
אִינְטֶלִיגֶנְט	QinTEligE!nT	intelige!nt
אִינְטֵלִיגֶנְטִי	QinTeligE!nTi	intelige!nti
אִינְטֵלִיגֶנְצְיָה	QinTeligE!nZyaH	intelige!ntsja
אִינְטֶלֶקְטוּאָל	Qin3TElEqTuQa!l	intelektua!l
אִינְטֵלֶקְטוּאָלִי	QinTelEqTuQa!li	intelektua!li
אִינְטֶלֶקְטוּאָלִיזַצְיָה	QinTElEqTuQalizA!ZyaH	intelektualiza!tsja
אִינְטֶנְסִיבִי	QinTEnsi!vi	intensi!vi
אִינְטֶנְסִיפִיקַצְיָה	QinTEnsifiqA!ZyaH	intensifika!tsja
אִינְטֶרְאַקְטִיבִי	QinTErQAqTi!vi	interʔakti!vi
אִינְטֶרְאַקְצְיָה	QinTErQA!qZyaH	intera!ktsja
אִינְטֶרְדִּיסְצִיפְּלִינָרִי	QinTErḍisZi_plina!ri	interdistsiplina!ri
אִינְטֶרְדִיסְצִיפְּלִינָרִיוּת	QinTErdisZi_plina!rIyut	interdistsiplina!rijut
אִינְטְרוֹבֶרְט	Qi!nTrWvErT	i!ntrovert
אִינְטְרוֹבֶרְסְיָה	QinTrWvE!rsyaH	introve!rsja
אִינְטֶרְטֶקְסְטוּאָלִיּוּת	QinTErTEqsTuQa!lI_yut	intertekstua!lijut
אִינְטֶרְנֵט	Qi!n3TErneT	i!nternet
אִינְטֶרְנֶט	Qi!nTErnET	i!nternet
אִינְטֶרְנֶטִי	QinTErnE!Ti	interne!ti
אִינְטֶרְנַצְיוֹנָל	QinTErnAZyWna!l	internatsjona!l
אִינְטֶרְנַצְיוֹנָלִיזְם	QinTErnAZyWnali!zm	internatsjonali!zm
אִינְטֵרֵס	QinTere!s	intere!s
אִינְטֵרֵסַנְט	QinTeresA!nT	interesa!nt
אִינְטֶרֶסַנְט	QinTErEsA!nT	interesa!nt
אִינְטֶרְסֶקְס	QinTErsE!qs	interse!ks
אִינְטֶרְפּוֹל	Qi!nTErpWl	i!nterpol
אִינְטֶרְפּוֹלַצְיָה	QinTErpWlA!ZyaH	interpola!tsja
אִינְטֶרְפָזָה	QinTErfa!zaH	interfa!za
אִינְטֶרְפֶרוֹמֶטֶר	QinTErfErWmE!TEr	interferome!ter
אִינְטֶרְפְּרֶטַצְיָה	QinTErprETA!ZyaH	interpreta!tsja
אִינְטֶרְקוֹם	Qi!nTErqWm	i!nterkom
אִינְסוּלִין	Qinsuli!n	insuli!n
אֵינְסוֹף	QeYn3sW!f	enso!f
אֵינְסוֹפִי	QeYn3sWfi!	ensofi!
אִינְסְטִינְקְט	QinsTi!nqT	insti!nkt
אִינְסְטִינְקְטִיבִי	QinsTinqTi!vi	instinkti!vi
אִינְסְטֶלָטוֹר	QinsTEla!TWr	instela!tor
אִינְסְטֶלַצְיָה	QinsTElA!ZyaH	instela!tsja
אִינְסְטְרוּמֶנְטָלִי	QinsTrumEnTa!li	instrumenta!li
אִינְסִינוּאַצְיָה	QinsinuQA!ZyaH	insinua!tsja
אִינְסְפִּירַצְיָה	QinspirA!ZyaH	inspira!tsja
אִינְסְפֶּקְטוֹר	QinspE!qTWr	inspe!ktor
אִינְפוֹרְמָטִיבִי	QinfWrmaTi!vi	informati!vi
אִינְפוֹרְמַצְיָה	QinfWrmA!ZyaH	informa!tsja
אִינְפִינִיטֶסִימָל	QinfiniTEsima!l	infinitesima!l
אִינְפְלַצְיָה	QinflA!ZyaH	infla!tsja
אִינְפְלַצְיוֹנִי	QinflAZyW!ni	inflatsjo!ni
אִינְפַנְטִיל	QinfAnTi!l	infanti!l
אִינְפַנְטִילִי	QinfAnTi!li	infanti!li
אִינְצ׳	Qi!nC	i!ntʃ
אִינְצִידֶנְט	QinZidE!nT	intside!nt
אִינְקוּבָּטוֹר	Qin3qu_ba!TWr	inkuba!tor
אִינְקְוִיזִיטוֹר	Qinqwizi!TWr	inkvizi!tor
אִינְקְוִיזִיצְיָה	Qinqwizi!ZyaH	inkvizi!tsja
אִינְתִּיפָדָה	Qin3ṭifa!daH	intifa!da
אִיסְלַנְד	Qi!s3lAnd	i!sland
אֵיפֹה	QeYfo!H	ejfo!
אִיקוֹן	QiqW!n	iko!n
אַיְקוֹן	QA!yqWn	a!jkon
אִיקוֹנוֹגְרָפִי	QiqWnWgra!fi	ikonogra!fi
אִיקוֹנוֹגְרַפְיָה	QiqWnWgrA!fyaH	ikonogra!fja
אִיקוֹנוֹדוּלִיסְט	QiqWnWduli!sT	ikonoduli!st
אִיקוֹנוֹפִיל	QiqWnWfi!l	ikonofi!l
אֵיקָלִיפְּטוּס	QeYqali!_p3Tus	ekali!ptus
אִיקְס	Qi!qs	i!ks
אִיֵּר	QI_ye!r	ije!r
אִיָּר	QI_ya!r	ija!r
אַיָּר	QA_ya!r	aja!r
אֻיַּר	QU_yA!r	uja!r
אִירָאן	Qira!Nn	ira!n
אִירָאנִי	Qira!Nni	ira!ni
אִירָה	Qira!H	ira!
אֵירוֹ	Qe!YrW	e!ro
אֵירוֹאַסְיָה	QeYrWQA!syaH	eroa!sja
אֵירוֹבִּי	QeYrW!_bi	ero!bi
אִירוֹנִי	QirW!ni	iro!ni
אִירוֹנְיָה	QirW!nyaH	iro!nja
אִירוּס	Qiru!s	iru!s
אֵירוֹפֶּאִי	QeYrW_pE!Qi	erope!i
אֵירוֹפָּה	QeYrW!_paH	ero!pa
אֵירוֹפִּי	QeYrW_pi!	eropi!
אִירִית	Qi!rit	i!rit
אִירְלַנְד	Qi!rlAnd	i!rland
אִירַצְיוֹנָלִי	QirAZyWna!li	iratsjona!li
אִישׁ	Qi!c	i!ʃ
אִיֵּשׁ	QI_ye!c	ije!ʃ
אֻיַּשׁ	QU_yA!c	uja!ʃ
אִישׁוֹן	QicW!n	iʃo!n
אִישׁוּשׁ	Qicu!c	iʃu!ʃ
אִישׁוּת	Qicu!t	iʃu!t
אִישִׁי	Qici!	iʃi!
אִישִׁיּוּת	QicI_yu!t	iʃiju!t
אִישִׁיּוּתִי	QicI_yuti!	iʃijuti!
אִישִׁית	Qici!t	iʃi!t
אִיֵּת	QI_ye!t	ije!t
אֻיַּת	QU_yA!t	uja!t
אִיתוּת	Qitu!t	itu!t
אֵיתָן	QeYta!n	ejta!n
אֵיתָנוּת	QeYtanu!t	ejtanu!t
אַךְ	QA!x	a!x
אַכַּד	QA_kA!d	aka!d
אַכַּדִּי	QA_kA_ḍi!	akadi!
אַכַּדִּית	QA_kA_ḍi!t	akadi!t
אִכּוּל	QI_ku!l	iku!l
אָכוּל	Qaxu!l	axu!l
אִכּוּן	QI_ku!n	iku!n
אִכּוּף	QI_ku!f	iku!f
אָכוּף	Qaxu!f	axu!f
אִכְזֵב	QIxze!v	ixze!v
אַכְזָב	QAxza!v	axza!v
אֻכְזַב	QUxzA!v	uxza!v
אַכְזָבָה	QAxzava!H	axzava!
אַכְזָר	QAxza!r	axza!r
אַכְזָרוּת	QAxzaru!t	axzaru!t
אַכְזָרִי	QAxzari!	axzari!
אַכְזָרִיּוּת	QAxzarI_yu!t	axzariju!t
אָכִיל	Qaxi!l	axi!l
אֲכִילָה	Qáxila!H	axila!
אָכִילֶס	Qaxi!lEs	axi!les
אָכִיף	Qaxi!f	axi!f
אֲכִיפָה	Qáxifa!H	axifa!
אִכֵּל	QI_ke!l	ike!l
אָכַל	QaxA!l	axa!l
אֹכֶל	Qo!xEl	o!xel
אׇכְלָה	QOxla!H	oxla!
אִכְלוּל	QIxlu!l	ixlu!l
אִכְלוּס	QIxlu!s	ixlu!s
אֻכְלוּסִיָּה	QUxlusI_ya!H	uxlusija!
אֻכְלוּסִין	QUxlusi!n	uxlusi!n
אִכְלֵל	QIxle!l	ixle!l
אַכְלָן	QAxla!n	axla!n
אִכְלֵס	QIxle!s	ixle!s
אֻכְלַס	QUxlA!s	uxla!s
אָכֹם	Qaxo!m	axo!m
אֻכְמָנִי	QUxmani!	uxmani!
אֻכְמָנִית	QUxmani!t	uxmani!t
אִכֵּן	QI_ke!n	ike!n
אָכֵן	Qaxe!n	axe!n
אֻכַּן	QU_kA!n	uka!n
אִכְסוּן	QIxsu!n	ixsu!n
אִכְסֵן	QIxse!n	ixse!n
אַכְסְנַאי	QAxs3nA!Ny	axsena!j
אַכְסַנְיָה	QAxsAnya!H	axsanja!
אִכֵּף	QI_ke!f	ike!f
אָכַף	QaxA!f	axa!f
אֻכָּף	QU_ka!f	uka!f
אֻכָּפוֹן	QU_kafW!n	ukafo!n
אִכְפַּת	QIxpA!t	ixpa!t
אִכְפַּתִּי	QIxpA!_ṭi	ixpa!ti
אִכְפַּתִּיּוּת	QIxpA_ṭI_yu!t	ixpatiju!t
אִכְפַּתְנִיק	QIxpA!tniq	ixpa!tnik
אִכָּר	QI_ka!r	ika!r
אַכְרוֹמָטִי	QAxrWma!Ti	axroma!ti
אִכָּרוֹן	QI_karW!n	ikaro!n
אִכָּרִי	QI_kari!	ikari!
אִכְשֵׁר	QIxce!r	ixʃe!r
אֵל	Qe!l	e!l
אֶל	QE!l	e!l
אַל	QA!l	a!l
אַלְבּוֹם	QAlbW!m	albo!m
אַלְבָּנִי	QAlba!ni	alba!ni
אַלְבַּנְיָה	QAlbA!nyaH	alba!nja
אַלְבָּנִית	QAlba!nit	alba!nit
אֶלְגָּבִישׁ	QElǵavi!c	elgavi!ʃ
אַלְגֶּבְּרָה	QA!lǵE_braH	a!lgebra
אַלְגֶּבְּרִי	QAlǵE!_bri	alge!bri
אָלֶגוֹרִי	QalEgW!ri	alego!ri
אָלֵגוֹרְיָה	QalegW!ryaH	alego!rja
אַלְגּוֹרִיתְם	QAlǵWri!tm	algori!tm
אַלְגּוֹרִיתֶם	QAlǵWri!tEm	algori!tem
אַלְגּוֹרִיתְמִי	QAlǵWri!tmi	algori!tmi
אִלְגֵּן	QIlǵe!n	ilge!n
אֵלֵגַנְטִי	QelegA!nTi	elega!nti
אֶלֶגַנְטִי	QElEgA!nTi	elega!nti
אֱלֹהַּ	Qélo!hÁ	elo!ah
אֵלֶּה	Qe!_lEH	e!le
אַלָּה	QA_la!H	ala!
אָלָה	Qala!H	ala!
אַלְהוֹרוּת	QAlhWru!t	alhoru!t
אֱלֹהִי	Qélohi!	elohi!
אֱלֹהִים	Qélohi!m	elohi!m
אִלּוּ	QI!_lu	i!lu
אֵלּוּ	Qe!_lu	e!lu
אֱלוֹהַּ	QélW!hÁ	elo!ah
אֱלוֹהוּת	QélWhu!t	elohu!t
אֱלוֹהִים	QélWhi!m	elohi!m
אִלּוּחַ	QI_lu!jÁ	ilu!ax
אָלוֹטְרוֹפּ	QalWTrW!_p	alotro!p
אָלוֹטְרוֹפְּיָה	QalWTrW!_pyaH	alotro!pja
אֱלוּל	Qélu!l	elu!l
אִלּוּלֵא	QI_lule!Q	ilule!
אִלּוּלֵי	QI_lule!Y	ilule!
אִלּוּם	QI_lu!m	ilu!m
אָלוּמִינְיוּם	Qalumi!nyum	alumi!njum
אַלּוֹן	QA_lW!n	alo!n
אִלּוּף	QI_lu!f	ilu!f
אַלּוּף	QA_lu!f	alu!f
אִלּוּץ	QI_lu!Z	ilu!ts
אֱלוֹקִים	QélWqi!m	eloki!m
אִלֵּחַ	QI_le!jÁ	ile!ax
אַלְחוּט	QAlju!T	alxu!t
אַלְחוּטָאוּת	QAljuTaQu!t	alxutau!t
אַלְחוּטַאי	QAljuTA!Ny	alxuta!j
אַלְחוּטִי	QAljuTi!	alxuti!
אַלְחוּטָן	QAljuTa!n	alxuta!n
אַלְחוּטָנוּת	QAljuTanu!t	alxutanu!t
אִלְחוּשׁ	QIlju!c	ilxu!ʃ
אַלְחֶלֶד	QAljE!lEd	alxe!led
אִלְחֵשׁ	QIlje!c	ilxe!ʃ
אַלְט	QA!lT	a!lt
אַלְטְרוּאִיזְם	QAlTruQi!zm	altrui!zm
