repr	class	index	dotted	pos	root	affix	affix_allomorph	gender	number	comment	singular_suffix	plural_suffix	phonemic	paradigm	checked	is_foreign	latin
7e!7anus	noun	0	טֵטָנוּס	noun							-		te!tanus		false	true	Te!Tanus
7E!fAj	noun	0	טֶפַח	noun	Tfj	m_qE!7El		z			-	im	te!fax	b_sefer	true	false	Te!fac
7E!lE7Eqs7	noun	0	טֶלֶטֶקְסְט	noun				z			-	im	te!letekst	f_telefon	false	true	Te!leTeqsT
7E!lEf	noun	0	טֶלֶף	noun	Tlf	m_qE!7El	-	z			-		te!lef	b_derex	true	false	Te!lef
7e!lefWn	noun	0	טֵלֵפוֹן	noun				z			-	im	te!lefon	f_telefon	false	true	Te!lefon
7elefWnA!Ny	noun	0	טֵלֵפוֹנַאי	noun		s_ANy		z			A!Ny	im	telefona!y	b_sus	false		Telefona!y
7E!lEfWn cavu!r	noun	0		noun				z					te!lefon cavu!r		false		Te!lefon Savu!r
7ElEfW!ni	noun	0	טֶלֶפוֹנִי	adjective				z			-	im	telefo!ni	f_stati	false	true	Telefo!ni
7E!lEfWn nA_ya!d	noun	0		noun				z					te!lefon naya!d		false		Te!lefon naya!d
7e!lEgraf	noun	0	טֵלֶגְרָף	noun				z			-	im	te!legraf	f_telefon	false	true	Te!legraf
7ElEgra!fi	noun	0	טֶלֶגְרָפִי	adjective				z			-	im	telegra!fi	f_stati	false	true	Telegra!fi
7ElEgrA!fyaH	noun	0	טֶלֶגְרַפְיָה	noun				n			a!H	Wt	telegra!fya	f_banana	false	true	Telegra!fya
7ElE_pa!ti	noun	0	טֶלֶפָּתִי	adjective				z			-	im	telepa!ti	f_stati	false	true	Telepa!ti
7elE_pA!tyaH	noun	0	טֵלֶפַּתְיָה	noun				n			a!H	Wt	telepa!tya	f_banana	false	true	Telepa!tya
7ElE_pA!tyaH	noun	0	טֶלֶפַּתְיָה	noun				n			a!H	Wt	telepa!tya	f_banana	false	true	Telepa!tya
7ElE_pri!n7Er	noun	0	טֶלֶפְּרִינְטֶר	noun				z			-	im	telepri!nter	f_atom	false	true	Telepri!nTer
7eleqinE!zis	noun	0	טֵלֵקִינֶזִיס	noun				z			-	im	telekine!zis	f_atom	false		Teleqine!zis
7eleQWlW!gyaH	noun	0	טֵלֵאוֹלוֹגְיָה	noun				n			a!H	Wt	teleolo!gya	f_banana	false	true	Teleolo!gya
7eleqWmuniqA!ZyaH	noun	0	טֵלֵקוֹמוּנִיקַצְיָה	noun				n			a!H	Wt	telekomunika!tsya	f_banana	false	true	Teleqomuniqa!Zya
7E!lEr	noun	0	טֶלֶר	noun	Tlr	-	-	z	-		-	im	te!ler	f_atom	true	true	Te!ler
7e!lEsqW_p	noun	0	טֵלֶסְקוֹפּ	noun				z			-	im	te!leskop	f_telefon	false	true	Te!lesqop
7ElEsqW!_pi	noun	0	טֶלֶסְקוֹפִּי	adjective				z			-	im	telesko!pi	f_stati	false	true	Telesqo!pi
7elewi!zyaH	noun	0	טֵלֵוִיזְיָה	noun				n			a!H	Wt	televi!zya	f_banana	false	true	Telewi!zya
7elewizyW!ni	noun	0	טֵלֵוִיזְיוֹנִי	adjective		s_i_adj		z			-	im	televizyo!ni	f_stati	false	true	Telewizyo!ni
7ElEwizyW!ni	noun	0	טֶלֶוִיזְיוֹנִי	adjective				z			-	im	televizyo!ni	f_stati	false	true	Telewizyo!ni
7E!mbEl	noun	0	טֶמְבֶּל	adjective				z	-		-	im	te!mbel	f_atom	false		Te!mbel
7Empera7u!raH	noun	0	טֶמְפֵּרָטוּרָה	noun				n			a!H	Wt	temperatu!ra	f_banana	false	true	TemperaTu!ra
7EmpEra7u!raH	noun	0	טֶמְפֶּרָטוּרָה	noun				n			a!H	Wt	temperatu!ra	f_banana	false	true	TemperaTu!ra
7EmpEra7ura!H qri!7it	noun	0		noun				n					temperatura! kri!tit		false		TemperaTura! qri!Tit
7Empe!raH	noun	0	טֶמְפֵּרָה	noun				n			a!H	Wt	tempe!ra	f_banana	false	true	Tempe!ra
7Emperame!n7	noun	0	טֶמְפֵּרָמֵנְט	noun				z			-	im	temperame!nt	f_atom	false	true	Temperame!nT
7En7a7i!vi	noun	0	טֶנְטָטִיבִי	adjective				z			-	im	tentati!vi	f_stati	false	true	TenTaTi!vi
7E!nEQ	noun	0	טֶנֶא	noun	TnQ	m_qE!7El	-	z			-		te!ne	b_delet	true	false	Te!ne
7e!nis	noun	0	טֵנִיס	noun				z			-	im	te!nis	f_atom	false		Te!nis
7enisA!Ny	noun	0	טֵנִיסַאי	noun		s_ANy		z			A!Ny	im	tenisa!y	b_sus	true		Tenisa!y
7EnisA!Ny	noun	0	טֶנִיסַאי	noun				z			A!Ny	im	tenisa!y	b_sus	false		Tenisa!y
7e!nis cUlja!n	noun	0	טֵנִיס שֻׁלְחָן	noun									te!nis culxa!n		false		Te!nis Sulca!n
7e!nWr	noun	0	טֵנוֹר	noun				z			-		te!nor	f_atom	false	true	Te!nor
7Eq7W!ni	noun	0	טֶקְטוֹנִי	adjective		s_i_adj		z			-	im	tekto!ni	f_stati	false		TeqTo!ni
7Eq7W!niqaH	noun	0	טֶקְטוֹנִיקָה	noun				n			a!H	Wt	tekto!nika	f_banana	false	true	TeqTo!niqa
7eQe!7	verb	0	טֵאֵט	verb	TQT	b_piel							tee!t		false	false	Tee!T
7E!qEs	noun	0	טֶקֶס	noun	Tqs	m_qE!7El	-	z			-	im	te!kes	b_sefer	true	false	Te!qes
7Eqi!laH	noun	0	טֶקִילָה	noun				n			a!H	Wt	teki!la	f_banana	false	true	Teqi!la
7E!qs7	noun	0	טֶקְסְט	noun				z			-	im	te!kst	f_atom	false	true	Te!qsT
7Eqs7i!l	noun	0	טֶקְסְטִיל	noun				z			-	im	teksti!l	f_atom	false	true	TeqsTi!l
7e!qs7 samu!y	noun	0	טֵקְסְט סָמוּי	noun									te!kst samu!y		false		Te!qsT samu!y
7Eqs7uQa!li	noun	0	טֶקְסְטוּאָלִי	adjective		s_i_adj		z			-	im	tekstua!li	f_stati	false	true	TeqsTua!li
7EqsimE!7Er	noun	0	טֶקְסִימֶטֶר	noun				z			-	im	teksime!ter	f_meter	false		Teqsime!Ter
7eQu!7	noun	0	טֵאוּט	noun	TQT	m_qI_7u!l	*e*u!*	z			-	im	teu!t	b_sus	true	false	Teu!T
7Era7WlW!gyaH	noun	0	טֶרָטוֹלוֹגְיָה	noun				n			a!H	Wt	teratolo!gya	f_banana	false	true	TeraTolo!gya
7erA!f	verb	0	טֵרַף	verb	Trp	b_piel							tera!f		false	false	Tera!f
7E!raH-hErZ	noun	0		noun				z	-		-	im	te!ra herts	f_telefon	false	true	Te!ra-herZ
7era!saH	noun	0	טֵרָסָה	noun				n			a!H	Wt	tera!sa	f_banana	false	true	Tera!sa
7E!rbyum	noun	0	טֶרְבְּיוּם	noun				z			-	im	te!rbyum	f_atom	false	true	Te!rbyum
7E!rEc	noun	0	טֶרֶשׁ	noun	Trc	m_qE!7El	-	z			-	im	te!rec	b_derex	true	false	Te!reS
7ere!d	verb	0	טֵרֵד	verb	Trd	b_piel							tere!d		false	false	Tere!d
7ere!f	verb	0	טֵרֵף	verb	Trp	b_piel							tere!f		false	false	Tere!f
7E!rEf	noun	0	טֶרֶף	noun	Trf	m_qE!7El	-	z		274*	-		te!ref	b_derex	true	false	Te!ref
7E!rEm	noun	0	טֶרֶם	noun	Trm	m_qE!7El	-	z			-		te!rem		true	false	Te!rem
7eri7W!ryaH	noun	0	טֵרִיטוֹרְיָה	noun				n			a!H	Wt	terito!rya	f_banana	false	true	TeriTo!rya
7eri7Wrya!Nli	noun	0	טֵרִיטוֹרְיָאלִי	adjective		s_i_adj		z			-	im	teritorya!li	f_stati	false	true	TeriTorya!li
7Eri7Wrya!Nli	noun	0	טֶרִיטוֹרְיָאלִי	adjective				z			-	im	teritorya!li	f_stati	false	true	TeriTorya!li
7Ermi!7	noun	0	טֶרְמִיט	noun				z			-	im	termi!t	f_atom	false	true	Termi!T
7E!rminal	noun	0	טֶרְמִינָל	noun							-	im	te!rminal	f_telefon	false	true	Te!rminal
7Ermina!li	noun	0	טֶרְמִינָלִי	adjective				z			-	im	termina!li	f_stati	false	true	Termina!li
7ErminWlW!gi	noun	0	טֶרְמִינוֹלוֹגִי	adjective				z			-	im	terminolo!gi	f_stati	false	true	Terminolo!gi
7ErminWlW!gyaH	noun	0	טֶרְמִינוֹלוֹגְיָה	noun				n			a!H	Wt	terminolo!gya	f_banana	false	true	Terminolo!gya
7eru!d	noun	0	טֵרוּד	noun	Trd	m_qI_7u!l	*e*u!*	z			-	im	teru!d	b_sus	false	false	Teru!d
7eru!f	noun	0	טֵרוּף	noun	Trf	m_qI_7u!l	*e*u!*	z			-	im	teru!f	b_sus	true	false	Teru!f
7erW!r	noun	0	טֵרוֹר	noun				z			-		tero!r	f_atom	false	true	Tero!r
7erWri!s7	noun	0	טֵרוֹרִיסְט	noun				z			-	im	terori!st	f_atom	false	true	Terori!sT
7ErWri!s7i	noun	0	טֶרוֹרִיסְטִי	adjective				z			-	im	terori!sti	f_stati	false	true	Terori!sTi
7E!s7Er	noun	0	טֶסְטֶר	noun				z			-	im	te!ster	f_atom	false		Te!sTer
7Es7Ws7ErW!n	noun	0	טֶסְטוֹסְטֶרוֹן	noun				z			-	im	testostero!n	f_atom	false	true	TesTosTero!n
7E!vAj	noun	0	טֶבַח	noun	Tvj	m_qE!7El	*E!*A*	z			-		te!vax	b_sefer	true	false	Te!vac
7E!vAR	noun	0	טֶבַע	noun	TvR	m_qE!7El	*E!*A*	z			-		te!va	b_sefer	true	false	Te!vâ
7E!vAR ceni!	noun	0	טֶבַע שֵׁנִי	noun									te!va ceni!		false	false	Te!vâ Seni!
7eve!t	fixed	0	טֵבֵת	properNoun									teve!t		false		Teve!t
7E!xEs	noun	0	טֶכֶס	noun	Txs	m_qE!7El	-	z			-		te!xes	b_sefer	true	false	Te!xes
7ExnA!Ny	noun	0	טֶכְנַאי	noun		s_ANy		z	-		A!Ny	im	texna!y	b_sus	true		Texna!y
7E!xni	noun	0	טֶכְנִי	adjective		s_i_adj		z			-	im	te!xni	f_stati	false		Te!xni
7E!xniqaH	noun	0	טֶכְנִיקָה	noun				n			a!H	Wt	te!xnika	f_banana	false	true	Te!xniqa
7ExnI_yW!n	fixed	0	טֶכְנִיּוֹן	properNoun				z					texniyo!n		false		Texniyo!n
7ExnWfW!_b	noun	0	טֶכְנוֹפוֹבּ	noun							-	im	texnofo!b	f_atom	false	true	Texnofo!b
7ExnWfW!_byaH	noun	0	טֶכְנוֹפוֹבְּיָה	noun				n			a!H	Wt	texnofo!bya	f_banana	false	true	Texnofo!bya
7ExnWlW!g	noun	0	טֶכְנוֹלוֹג	adjective				z	-		-	im	texnolo!g	f_atom	false	true	Texnolo!g
7ExnWlW!g3yaH p3cu7a!H	noun	0	טֶכְנוֹלוֹגְיָה פְּשׁוּטָה	noun									texnolo!gya pcuta!		false		Texnolo!gya pSuTa!
7ExnWlW!gi	noun	0	טֶכְנוֹלוֹגִי	adjective				z			-	im	texnolo!gi	f_stati	false	true	Texnolo!gi
7ExnWlW!gyaH	noun	0	טֶכְנוֹלוֹגְיָה	noun				n			a!H	Wt	texnolo!gya	f_banana	false	true	Texnolo!gya
7ExnWlW!gyaH RI_li!t	noun	0	טֶכְנוֹלוֹגְיָה עִלִּית	noun									texnolo!gya ili!t		false		Texnolo!gya îli!t
7ExnWqra!7	noun	0	טֶכְנוֹקְרָט	noun				z			-	im	texnokra!t	f_atom	false	true	Texnoqra!T
7ExnWqra!7i	noun	0	טֶכְנוֹקְרָטִי	adjective				z	-		-	im	texnokra!ti	f_stati	false	true	Texnoqra!Ti
7ExnWqrA!7yaH	noun	0	טֶכְנוֹקְרַטְיָה	noun				n			a!H	Wt	texnokra!tya	f_banana	false	true	Texnoqra!Tya
7e!Y_p	noun	0	טֵיפּ	noun				z			-	im	te!yp	f_atom	false	true	Te!Yp
7e!Yt	noun	0	"טֵי""ת"	noun				n	-		-		te!t		false	false	Te!Yt
7i!7	noun	0	טִיט	noun		m_qi!l	-	z			-		ti!t	b_sus	true	false	Ti!T
7i7A!nyum	noun	0	טִיטַנְיוּם	noun				z			-	im	tita!nyum	f_atom	false	true	TiTa!nyum
7I_7e!r	verb	0	טִטֵּר	verb	TTr	b_piel							tite!r		false	false	TiTe!r
7i7u!l	noun	0	טִיטוּל	noun				z			-	im	titu!l		false	false	TiTu!l
7I_be!l	verb	0	טִבֵּל	verb	Tbl	b_piel							tibe!l		false	false	Tibe!l
7I_be!RÁ	verb	0	טִבֵּעַ	verb	TbR	b_piel							tibe!a		false	false	Tibe!â
7I_bu!l	noun	0	טִבּוּל	noun	Tbl	m_qI_7u!l	-	z			-	im	tibu!l	b_sus	true	false	Tibu!l
7I_bu!RÁ	noun	0	טִבּוּעַ	noun	TbR	m_qI_7u!l	-	z			-	im	tibu!a	b_sus	true	false	Tibu!â
7Ic7e!c	verb	0	טִשְׁטֵשׁ	verb	TcTc	b_piel							ticte!c		false	false	TiSTe!S
7Ic7u!c	noun	0	טִשְׁטוּשׁ	noun	TcTc	m_qI_7u!l	-	z			-	im	tictu!c	b_sus	false	false	TiSTu!S
7i!f	noun	0	טִיף	noun	Tff			z			-		ti!f	b_sus	false	false	Ti!f
7If7e!f	verb	0	טִפְטֵף	verb	TpTp	b_piel							tifte!f		false	false	TifTe!f
7If7u!f	noun	0	טִפְטוּף	noun	TfTf	m_qI_7u!l	-	z			-	im	tiftu!f	b_sus	false	false	TifTu!f
7Ifle!l	verb	0	טִפְלֵל	verb	Tpll	b_piel							tifle!l		false	false	Tifle!l
7Iflu!l	noun	0	טִפְלוּל	noun	Tfll	m_qI_7u!l	-	z			-	im	tiflu!l	b_sus	false	false	Tiflu!l
7i!fus	noun	0	טִיפוּס	noun				z			-	im	ti!fus	f_atom	false	true	Ti!fus
7ifWQi!d	noun	0	טִיפוֹאִיד	noun				z			-		tifoi!d	f_atom	false	true	Tifoi!d
7I_Ge!n	verb	0	טִגֵּן	verb	Tgn	b_piel							tige!n		false	false	Tige!n
7i!gris	noun	0	טִיגְרִיס	noun				z	-		-	im	ti!gris	f_atom	false	true	Ti!gris
7I_Gu!n	noun	0	טִגּוּן	noun	Tgn	m_qI_7u!l	-	z			-	im	tigu!n	b_sus	true	false	Tigu!n
7IhA!r	verb	0	טִהַר	verb	Thr	b_piel							tiha!r		false	false	Tiha!r
7Ihe!r	verb	0	טִהֵר	verb	Thr	b_piel							tihe!r		false	false	Tihe!r
7ihu!r	noun	0	טִיהוּר	noun				z			-	im	tihu!r		false	false	Tihu!r
7Ihu!r	noun	0	טִהוּר	noun	Thr	m_qI_7u!l	-	z			-	im	tihu!r	b_sus	true	false	Tihu!r
7Ihu!r QE!tni	noun	0		noun				z					tihu!r e!tni		false		Tihu!r e!tni
7i!jÁ	noun	0	טִיחַ	noun		m_qi!l	-	z			-		ti!ax	b_sus	true	false	Ti!ac
7ija!H	noun	0	טִיחָה	noun		m_q37ila!H	*i*a!H	n			a!H	Wt	tixa!	b_sus	true	false	Tica!
7I_ke!s	verb	0	טִכֵּס	verb	Tks	b_piel							tike!s		false	false	Tike!s
7I_ke!s ReZa!H	verb	0	טִכֵּס עֵצָה	verb									tike!s etsa!		false	false	Tike!s êZa!
7I_ku!s	noun	0	טִכּוּס	noun	Tks	m_qI_7u!l	-	z			-	im	tiku!s	b_sus	true	false	Tiku!s
7I_ku!s ReZa!H	noun	0	טִכּוּס עֵצָה	noun									tiku!s etsa!		false	false	Tiku!s êZa!
7i!l	noun	0	טִיל	noun		m_qi!l	-	z			-	im	ti!l	b_sus	true	false	Ti!l
7Il7e!l	verb	0	טִלְטֵל	verb	TlTl	b_piel							tilte!l		false	false	TilTe!l
7Il7u!l	noun	0	טִלְטוּל	noun	TlTl	m_qI_7u!l	-	z			-	im	tiltu!l	b_sus	true	false	TilTu!l
7i!l cI_yu!7	noun	0		noun									ti!l ciyu!t		false		Ti!l Siyu!T
7i!lDaH	noun	0	טִילְדָּה	noun				n			a!H	Wt	ti!lda	f_banana	false	true	Ti!lda
7I_le!l	verb	0	טִלֵּל	verb	Tll	b_piel							tile!l		false	false	Tile!l
7I_le!Q	verb	0	טִלֵּא	verb	TlQ	b_piel							tile!		false	false	Tile!
7IlG3re!f	verb	0	טִלְגְּרֵף	verb	Tlgrp	b_piel							tilgre!f		false	false	Tilgre!f
7i!l mUnjE!H	noun	0	טִיל מֻנְחֶה	noun									ti!l munxe!		false	false	Ti!l munce!
7Ilpe!n	verb	0	טִלְפֵּן	verb	Tlpn	b_piel							tilpe!n		false	false	Tilpe!n
7Ilpu!n	noun	0	טִלְפּוּן	noun	Tlfn	m_qI_7u!l	-	z			-	im	tilpu!n	b_sus	false	false	Tilpu!n
7I_lu!f	noun	0	טִלּוּף	noun	Tlf	m_qI_7u!l	-	z			-	im	tilu!f	b_sus	true	false	Tilu!f
7I_lu!Q	noun	0	טִלּוּא	noun	TlQ	m_qI_7u!l	-	z			-	im	tilu!	b_sus	true	false	Tilu!
7ilW!n	noun	0	טִילוֹן	noun		s_Wn		z			-	im	tilo!n	b_sus	true	false	Tilo!n
7Im7e!m	verb	0	טִמְטֵם	verb	TmTm	b_piel							timte!m		false	false	TimTe!m
7Im7o!mEt	noun	0	טִמְטֹמֶת	noun	TmTm	m_qI_7o!lEt	-	n			Et	Wt	timto!met		true	false	TimTo!met
7Im7u!m	noun	0	טִמְטוּם	noun	TmTm	m_qI_7u!l	-	z			-	im	timtu!m	b_sus	true	false	TimTu!m
7I_me!Q	verb	0	טִמֵּא	verb	TmQ	b_piel							time!		false	false	Time!
7I_mu!Q	noun	0	טִמּוּא	noun	TmQ	m_qI_7u!l	-	z			-	im	timu!	b_sus	true	false	Timu!
7ImyW!n	noun	0	טִמְיוֹן	noun		m_qI7lW!n		z			-		timyo!n	b_sus	true	false	Timyo!n
7i!n	noun	0	טִין	noun		m_qi!l	-	z			-	im	ti!n	b_sus	true	false	Ti!n
7In7e!n	verb	0	טִנְטֵן	verb	TnTn	b_piel							tinte!n		false	false	TinTe!n
7In7u!n	noun	0	טִנְטוּן	noun		m_qI_7u!l	-	z			-	im	tintu!n	b_sus	false	false	TinTu!n
7ina!H	noun	0	טִינָה	noun	Tyn	m_q37ila!H	*i*a!H	n			a!H	Wt	tina!	b_sus	true	false	Tina!
7I_ne!f	verb	0	טִנֵּף	verb	Tnp	b_piel							tine!f		false	false	Tine!f
7I_ne!n	verb	0	טִנֵּן	verb	Tnn	b_piel							tine!n		false	false	Tine!n
7I_no!fEt	noun	0	טִנֹּפֶת	noun	Tnf	m_qI_7o!lEt	-	n			Et	Wt	tino!fet	b_mishqolet	true	false	Tino!fet
7I_nu!f	noun	0	טִנּוּף	noun	Tnf	m_qI_7u!l	-	z			-	im	tinu!f	b_sus	true	false	Tinu!f
7I_nu!n	noun	0	טִנּוּן	noun	Tnn	m_qI_7u!l	-	z			-	im	tinu!n	b_sus	true	false	Tinu!n
7i!_p	noun	0	טִיפּ	noun							-	im	ti!p	f_atom	false		Ti!p
7I_p3ci!	noun	0	טִפְּשִׁי	adjective	Tfc	s_i_adj	-	z			-	im	tipci!	b_i	false	false	TipSi!
7I_p3cu!t	noun	0	טִפְּשׁוּת	noun	Tfc	s_ut	-	n			u!t	Wt	tipcu!t	b_sus	false	false	TipSu!t
7I_p3cW!n	noun	0	טִפְּשׁוֹן	noun		s_Wn		z			-	im	tipco!n	b_sus	true	false	TipSo!n
7I_pa!H	noun	0	טִפָּה	noun	Tff	m_qI7la!H	*I_*a!H	n		gam 7I_pi!n	a!H	Wt	tipa!	b_sus	true	false	Tipa!
7I_pA!t jala!v	noun	0	טִפַּת חָלָב	noun									tipa!t xala!v		false	false	Tipa!t cala!v
7I_pe!7	verb	0	טִפֵּט	verb	TpT	b_piel							tipe!t		false	false	Tipe!T
7I_pe!c	noun	0	טִפֵּשׁ	adjective	Tfc			z	-		-	im	tipe!c	b_shomer	false	false	Tipe!S
7I_pe!c	verb	0	טִפֵּשׁ	verb	Tpc	b_piel							tipe!c		false	false	Tipe!S
7I_pe!jÁ	verb	0	טִפֵּחַ	verb	Tpj	b_piel							tipe!ax		false	false	Tipe!ac
7I_pe!l	verb	0	טִפֵּל	verb	Tpl	b_piel							tipe!l		false	false	Tipe!l
7i!_pEqs	noun	0	טִיפֶּקְס	noun				z			-	im	ti!peks	f_atom	false		Ti!peqs
7I_pe!s	verb	0	טִפֵּס	verb	Tps	b_piel							tipe!s		false	false	Tipe!s
7I_po!nEt	noun	0	טִפֹּנֶת	noun		s_onEt		n	singulare_tantum				tipo!net		true	false	Tipo!net
7I_pu!jÁ	noun	0	טִפּוּחַ	noun	Tpj	m_qI_7u!l	-	z			-	im	tipu!ax	b_sus	true	false	Tipu!ac
7I_pu!l	noun	0	טִפּוּל	noun	Tpl	m_qI_7u!l	-	z			-	im	tipu!l	b_sus	true	false	Tipu!l
7I_pulani!	noun	0	טִפּוּלָנִי	adjective	Tfl	s_i_adj	-	z			-	im	tipulani!	b_i	false	false	Tipulani!
7I_puli!	noun	0	טִפּוּלִי	adjective	Tfl	s_i_adj	-	z			-	im	tipuli!	b_i	false	false	Tipuli!
7I_pulW!n	noun	0	טִפּוּלוֹן	noun		s_Wn		z			-	im	tipulo!n	b_sus	true	false	Tipulo!n
7I_pu!l yW!m	noun	0	טִפּוּל יוֹם	noun									tipu!l yo!m		false		Tipu!l yo!m
7i_pu!s	noun	0	טִיפּוּס	noun				z			-		tipu!s		false	false	Tipu!s
7I_pu!s	noun	0	טִפּוּס	noun	Tps	m_qI_7u!l	-	z			-	im	tipu!s	b_sus	true	false	Tipu!s
7i_pusi!	noun	0	טִיפּוּסִי	adjective		s_i_adj	-	z			-	im	tipusi!	b_i	false		Tipusi!
7i_pWgra!fi	noun	0	טִיפּוֹגְרָפִי	adjective				z			-	im	tipogra!fi	f_stati	false	true	Tipogra!fi
7i_pWgrA!fyaH	noun	0	טִיפּוֹגְרַפְיָה	noun				n			a!H	Wt	tipogra!fya	f_banana	false	true	Tipogra!fya
7i_pWlW!gi	noun	0	טִיפּוֹלוֹגִי	adjective				z			-	im	tipolo!gi	f_stati	false	true	Tipolo!gi
7i_pWlW!gyaH	noun	0	טִיפּוֹלוֹגְיָה	noun				n			a!H	Wt	tipolo!gya	f_banana	false	true	Tipolo!gya
7i!q	noun	0	טִיק	noun				z			-	im	ti!k	f_atom	false	true	Ti!q
7IQ7e!Q	verb	0	טִאְטֵא	verb	TQTQ	b_piel							tite!		false	false	TiTe!
7Iq7u!q	noun	0	טִקְטוּק	noun	TqTq	m_qI_7u!l	-	z			-	im	tiktu!k	b_sus	false	false	TiqTu!q
7IQ7u!Q	noun	0	טִאְטוּא	noun	TQTQ	m_qI_7u!l	-	z			-	im	titu!	b_sus	false	false	TiTu!
7IQá7e!Q	verb	0	טִאֲטֵא	verb	TQTQ	b_piel							tiate!		false	false	TiaTe!
7IQá7u!Q	noun	0	טִאֲטוּא	noun	TQTQ			z			-	im	tiatu!	b_sus	false	false	TiaTu!
7i-Qen-7i!	noun	0	טִי־אֵן־טִי	noun							-		ti 'en ti!		false	true	Ti-en-Ti!
7Iqsi!	noun	0	טִקְסִי	adjective		s_i_adj	-	z			-	im	tiksi!	b_i	false		Tiqsi!
7Ir7e!r	verb	0	טִרְטֵר	verb	TrTr	b_piel							tirte!r		false	false	TirTe!r
7Ir7u!r	noun	0	טִרְטוּר	noun	TrTr	m_qI_7u!l	-	z			-	im	tirtu!r	b_sus	false	false	TirTu!r
7ira!H	noun	0	טִירָה	noun		m_q37ila!H	*i*a!H	n			a!H	Wt	tira!	b_sus	true	false	Tira!
7IrDa!H	noun	0	טִרְדָּה	noun	Trd	m_qI7la!H	-	n			a!H	Wt	tirda!		true	false	Tirda!
7IRe!n	verb	0	טִעֵן	verb	TRn	b_piel							tie!n		false	false	Tiê!n
7Irja!H	noun	0	טִרְחָה	noun	Trj	m_qI7la!H	-	n			a!H	Wt	tirxa!	b_simla	true	false	Tirca!
7Irle!l	verb	0	טִרְלֵל	verb	Trll	b_piel							tirle!l		false	false	Tirle!l
7Irpe!d	verb	0	טִרְפֵּד	verb	Trpd	b_piel							tirpe!d		false	false	Tirpe!d
7Irpu!d	noun	0	טִרְפּוּד	noun	Trfd	m_qI_7u!l	-	z			-	im	tirpu!d	b_sus	false	false	Tirpu!d
7IRu!n	noun	0	טִעוּן	noun	TRn	m_qI_7u!l	-	z			-	im	tiu!n	b_sus	true	false	Tiû!n
7irW!n	noun	0	טִירוֹן	noun				z	-		-	im	tiro!n	b_sus	false	false	Tiro!n
7irWnu!t	noun	0	טִירוֹנוּת	noun		s_ut		n			u!t	Wt	tironu!t	b_sus	false	false	Tironu!t
7isa!H	noun	0	טִיסָה	noun		m_q37ila!H	*i*a!H	n			a!H	Wt	tisa!	b_sus	true	false	Tisa!
7isa!n	noun	0	טִיסָן	noun		s_an		z			-	im	tisa!n	b_dat	true		Tisa!n
7isanaQu!t	noun	0	טִיסָנָאוּת	noun		s_ut		n			u!t	Wt	tisanau!t	b_sus	false	false	Tisanau!t
7isA!t jE!sEx	noun	0	טִיסַת חֶסֶךְ	noun									tisa!t xe!sex		false	false	Tisa!t ce!sex
7i!v	noun	0	טִיב	noun		m_qi!l	-	z			-		ti!v	b_sus	true	false	Ti!v
7IvRi!	noun	0	טִבְעִי	adjective	TvR	s_i_adj	-	z			-	im	tiv'i!	b_i	false	false	Tivî!
7IvRi!	fixed	0	טִבְעִי	adverb									tiv'i!		false	false	Tivî!
7IvRi!t	fixed	0	טִבְעִית	adverb		s_it_adv							tiv'i!t		true	false	Tivî!t
7IvRWnaQu!t	noun	0	טִבְעוֹנָאוּת	noun		s_ut		n			u!t	Wt	tiv'onau!t	b_sus	false	false	Tivônau!t
7IvRWni!	noun	0	טִבְעוֹנִי	adjective	TvR	s_i_adj	-	z			-	im	tiv'oni!	b_i	false	false	Tivôni!
7IvRWnu!t	noun	0	טִבְעוֹנוּת	noun	TvR	s_ut	-	n			u!t	Wt	tiv'onu!t	b_sus	false	false	Tivônu!t
7I_we!jÁ	verb	0	טִוֵּחַ	verb	Twj	b_piel							tive!ax		false	false	Tiwe!ac
7I_wu!jÁ	noun	0	טִוּוּחַ	noun	Twj	m_qI_7u!l	-	z			-	im	tivu!ax	b_sus	false	false	Tiwu!ac
7Ixse!s	verb	0	טִכְסֵס	verb	Tkss	b_piel							tixse!s		false	false	Tixse!s
7I_ye!7	verb	0	טִיֵּט	verb	TyT	b_piel							tiye!t		false	false	Tiye!T
7I_ye!f	verb	0	טִיֵּף	verb	Twp	b_piel							tiye!f		false	false	Tiye!f
7I_ye!jÁ	verb	0	טִיֵּחַ	verb	Tyj	b_piel							tiye!ax		false	false	Tiye!ac
7I_ye!l	verb	0	טִיֵּל	verb	Twl	b_piel							tiye!l		false	false	Tiye!l
7I_ye!n	verb	0	טִיֵּן	verb	Twn	b_piel							tiye!n		false	false	Tiye!n
7I_ye!v	verb	0	טִיֵּב	verb	Twb	b_piel							tiye!v		false	false	Tiye!v
7I_yu!7	noun	0	טִיּוּט	noun	TyT	m_qI_7u!l	-	z			-	im	tiyu!t	b_sus	false	false	Tiyu!T
7I_yu!jÁ	noun	0	טִיּוּחַ	noun	Tyj	m_qI_7u!l	-	z			-	im	tiyu!ax	b_sus	true	false	Tiyu!ac
7I_yu!l	noun	0	טִיּוּל	noun	Tyl	m_qI_7u!l	-	z			-	im	tiyu!l	b_sus	true	false	Tiyu!l
7I_yuli!t	noun	0	טִיּוּלִית	noun				n			i!t	Wt	tiyuli!t	b_sus	false	false	Tiyuli!t
